LFQ intensity 1_1	LFQ intensity 1_2	LFQ intensity 1_3	LFQ intensity 1_4	LFQ intensity 1_5	LFQ intensity 1_6	LFQ intensity 10_1	LFQ intensity 10_2	LFQ intensity 10_3	LFQ intensity 10_4	LFQ intensity 10_5	LFQ intensity 10_6	LFQ intensity 4_1	LFQ intensity 4_2	LFQ intensity 4_3	LFQ intensity 4_4	LFQ intensity 4_5	LFQ intensity 4_6	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant fold10_fold1	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value fold10_fold1	Student's T-test q-value fold10_fold1	Student's T-test Difference fold10_fold1	Student's T-test Test statistic fold10_fold1	Protein IDs	Majority protein IDs	id
0	0	0	0	0	0	23.95464706	23.86523628	23.9865036	24.10549545	24.27597046	24.05498695	0	0	0	0	0	0				+	fold10_fold1	3	3	3	35	35	35	13.909	0	11.959	122560000	21	21.78493325	1.71E-21	24.0404733	414.5642056	sp|P0CX85|RL35B_YEAST;sp|P0CX84|RL35A_YEAST	sp|P0CX85|RL35B_YEAST;sp|P0CX84|RL35A_YEAST	919
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	1.6	1.6	1.6	71.8	0.0091307	1.359	0	2	NaN	NaN	0	NaN	sp|P0DKX0|ZN728_HUMAN	sp|P0DKX0|ZN728_HUMAN	920
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.66622353						1	1	1	18.8	18.8	18.8	13.372	0	20.971	241890000	26	NaN	NaN	0	NaN	sp|P0DMB2|CH088_HUMAN	sp|P0DMB2|CH088_HUMAN	921
26.61960983	26.29976082	26.17462921	26.41647911	26.0884304	26.10745239	25.81643486	25.45067024	25.70342827	25.57271004	25.73456383	25.59000778	25.69673157	25.94835472	25.66830826	25.9153595	26.00105667	26.02719688				+	fold10_fold1	8	6	6	20.4	14.5	14.5	70.051	0	49.835	2264600000	114	4.112785924	0.000208708	-0.639757792	-6.412028355	sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P34931|HS71L_HUMAN	sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN	922
26.85661888	27.32937241	27.05713654	27.04260063	27.07816315	26.79451561	26.35492897	26.55764198	26.3972168	0	0	0	26.90011978	26.78444099	26.63851357	26.79277992	26.7395668	26.73634529						3	3	3	25.5	25.5	25.5	16.837	0	46.646	1673600000	48	1.380390126	0.068325326	-13.80810324	-2.335618089	sp|P0DP25|CALM3_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP23|CALM1_HUMAN;sp|P27482|CALL3_HUMAN	sp|P0DP25|CALM3_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP23|CALM1_HUMAN	923
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.80624771						1	1	1	11.3	11.3	11.3	15.237	0	2.7217	34144000	11	NaN	NaN	0	NaN	sp|P0DPB6|RPAC2_HUMAN	sp|P0DPB6|RPAC2_HUMAN	924
0	0	0	23.31035805	23.0052681	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	1.6	1.6	1.6	169.86	0	5.2762	82986000	17	NaN	NaN	0	NaN	sp|P10071|GLI3_HUMAN	sp|P10071|GLI3_HUMAN	925
0	0	0	0	0	0	0	0	0	0	0	0	0	21.52635574	0	0	0	0						1	1	1	3.5	3.5	3.5	75.127	0	11.153	18182000	4	NaN	NaN	0	NaN	sp|P10072|ZN875_HUMAN	sp|P10072|ZN875_HUMAN	926
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.29849243	0	0						1	1	1	3.5	3.5	3.5	54.56	0.0010282	2.2163	12775000	5	NaN	NaN	0	NaN	sp|P10073|ZSC22_HUMAN	sp|P10073|ZSC22_HUMAN	927
0	0	0	0	0	0	26.93651962	26.89492798	27.1627903	27.30591202	27.0886116	27.05744743	26.05570984	26.39824486	26.5780201	26.43998146	26.30230904	26.67006683				+	fold10_fold1	3	3	3	23.1	23.1	23.1	32.989	0	87.23	1535200000	72	22.05247103	9.89E-22	27.07436816	440.9069277	sp|P10080|SSBP1_YEAST	sp|P10080|SSBP1_YEAST	928
0	26.60681915	26.78830528	0	0	0	29.7781086	30.00637817	29.61953926	29.60415268	29.45885086	29.59329414	28.52619171	29.70479012	28.69713593	29.11565018	28.86788177	28.53337669				+	fold10_fold1	3	3	3	15.4	15.4	15.4	44.697	0	224.16	8923800000	113	2.380016196	0.008261009	20.77753321	3.691206246	sp|P10081|IF4A_YEAST	sp|P10081|IF4A_YEAST	929
25.93188477	26.06241798	26.31663704	26.33049965	26.40348816	26.53338432	25.69394302	25.98804283	25.82011795	25.91026688	25.70231819	25.6079483	26.41773605	25.79973602	26.01205635	26.03347015	26.0484314	26.39273643				+	fold10_fold1	8	8	8	16.1	16.1	16.1	78.763	0	162.85	1097600000	72	2.858778631	0.002932352	-0.475945791	-4.376814735	sp|P10244|MYBB_HUMAN	sp|P10244|MYBB_HUMAN	930
32.01058578	31.59254456	31.59445953	31.50151825	31.61333466	31.49151993	31.06817436	31.17074966	31.06881523	32.41213226	31.18393898	31.39713478	31.30541229	31.3589859	31.29537392	31.1643486	31.28884506	31.26690292						10	4	4	37	13.2	13.2	21.865	0	61.526	47654000000	92	0.533770696	0.352668624	-0.250502904	-1.110992442	sp|P10412|H14_HUMAN;sp|P22492|H1T_HUMAN	sp|P10412|H14_HUMAN	931
0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.11228943	0	0	0						1	1	1	0.4	0.4	0.4	212.88	0.0043222	1.7221	9444100	6	NaN	NaN	0	NaN	sp|P10586|PTPRF_HUMAN	sp|P10586|PTPRF_HUMAN	932
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.73314095	0						1	1	1	10.4	10.4	10.4	42.979	0	29.171	112620000	14	NaN	NaN	0	NaN	sp|P10588|NR2F6_HUMAN	sp|P10588|NR2F6_HUMAN	933
0	0	0	0	0	0	25.42527962	25.55350304	25.60972595	25.32082558	0	25.68923187	0	0	0	0	0	0						11	2	2	29.3	7.8	7.8	69.656	0	5.8762	390030000	25	NaN	NaN	0	NaN	sp|P10591|HSP71_YEAST	sp|P10591|HSP71_YEAST	934
26.89400101	0	0	0	0	26.33382988	27.5111866	27.24290848	27.10499573	27.35262299	27.49937248	27.64237595	26.78006554	27.2469902	26.98652649	26.50365448	26.99733543	27.2238903				+	fold10_fold1	13	13	4	32.6	32.6	11	69.469	0	110.42	1909400000	66	2.09646067	0.015151557	18.52093856	3.300385564	sp|P10592|HSP72_YEAST	sp|P10592|HSP72_YEAST	935
27.82116318	27.27462006	27.30356216	27.14219093	27.11008453	26.96146393	26.20588684	26.32237434	26.35591888	26.08733749	26.08517075	26.01635551	26.88901901	26.85578728	26.69975281	26.77605438	26.8511467	26.75531769				+	fold10_fold1	5	5	5	61	61	61	11.737	0	23.178	1763000000	52	4.994020184	3.30E-05	-1.090006828	-8.137539593	sp|P10599|THIO_HUMAN	sp|P10599|THIO_HUMAN	936
21.21507645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	16.3	16.3	16.3	13.696	0	8.1111	1263600	1	NaN	NaN	0	NaN	sp|P10606|COX5B_HUMAN	sp|P10606|COX5B_HUMAN	937
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9225235						2	1	1	49.1	32.1	32.1	10.667	0	43.402	42713000	12	NaN	NaN	0	NaN	sp|P10622|RLA3_YEAST	sp|P10622|RLA3_YEAST	938
0	0	0	0	0	0	0	0	0	0	0	23.93373108	0	0	0	0	0	0						2	2	2	3	3	3	78.927	0	7.3944	174430000	12	NaN	NaN	0	NaN	sp|P10636|TAU_HUMAN	sp|P10636|TAU_HUMAN	939
0	26.95526695	26.9579258	28.88701439	28.80719566	28.39333534	0	28.43057823	0	28.52813148	28.4343605	28.56888199	28.72877693	28.6119976	0	28.549366	28.64595222	28.62724876						1	1	1	5.8	5.8	5.8	42.981	0	37.393	5391300000	65	0.235603405	0.623390106	-4.339797656	-0.569941264	sp|P10644|KAP0_HUMAN	sp|P10644|KAP0_HUMAN	940
0	0	0	0	0	0	0	0	0	0	0	25.14600372	0	0	0	0	0	0						1	1	1	8.9	8.9	8.9	41.818	0	2.7793	38957000	1	NaN	NaN	0	NaN	sp|P10659|METK1_YEAST	sp|P10659|METK1_YEAST	941
0	0	0	0	0	0	0	0	21.59085464	0	0	0	0	0	0	0	0	0						1	1	1	3.9	3.9	3.9	39.062	0.006186	1.551	3125300	1	NaN	NaN	0	NaN	sp|P49626|RL4B_YEAST;sp|P10664|RL4A_YEAST	sp|P49626|RL4B_YEAST;sp|P10664|RL4A_YEAST	942
31.29241562	31.11644363	31.03052139	30.77572441	30.73739243	30.73424721	29.46335983	29.58654404	29.58872604	29.52280998	29.7150898	29.55008316	30.48644447	30.15520859	30.3818512	30.21777916	30.26125336	30.26628876				+	fold10_fold1	18	18	18	48.9	48.9	48.9	61.054	0	323.31	21694000000	364	7.03714852	4.11E-07	-1.376688639	-13.56067285	sp|P10809|CH60_HUMAN;sp|P19882|HSP60_YEAST	sp|P10809|CH60_HUMAN	943
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.08783531						1	1	1	3.7	3.7	3.7	54.815	0	3.5232	19838000	10	NaN	NaN	0	NaN	sp|P10827|THA_HUMAN	sp|P10827|THA_HUMAN	944
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.93120766						1	1	1	2.9	2.9	2.9	55.23	0	142.33	76553000	18	NaN	NaN	0	NaN	sp|P10862|RAD18_YEAST	sp|P10862|RAD18_YEAST	945
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.72113037						1	1	1	3.8	3.8	3.8	58.109	0	7.2321	130560000	19	NaN	NaN	0	NaN	sp|P10869|AK_YEAST	sp|P10869|AK_YEAST	946
0	0	0	0	0	0	0	0	23.56197357	23.66090393	23.8933773	23.95002556	0	0	0	0	0	0						2	2	2	2.6	2.6	2.6	186.43	0	21.541	74876000	17	NaN	NaN	0	NaN	sp|P10964|RPA1_YEAST	sp|P10964|RPA1_YEAST	947
25.36862946	25.08573914	24.91415215	24.82167435	24.70260811	24.7718811	0	23.77414513	23.67454529	23.83999634	23.81899643	23.50567055	0	0	24.20903206	24.18245506	0	24.03237724						5	5	5	13	13	13	72.332	0	44.844	266380000	40	0.657557636	0.292398711	-5.175221761	-1.308401705	sp|P11021|BIP_HUMAN	sp|P11021|BIP_HUMAN	948
0	0	0	0	0	0	0	0	0	0	23.49313927	0	0	0	0	0	0	0						1	1	1	1	1	1	177.6	0	3.9012	12000000	1	NaN	NaN	0	NaN	sp|P11047|LAMC1_HUMAN	sp|P11047|LAMC1_HUMAN	949
0	0	0	0	0	0	26.61231422	26.68872452	26.69418335	26.69842911	26.82529449	26.5903511	25.39907646	25.33309746	25.05245972	24.77178001	24.93210983	25.20590401				+	fold10_fold1	4	4	4	3.9	3.9	3.9	226.88	0	67.003	1249600000	76	24.58689209	9.72E-24	26.6848828	790.3074581	sp|P11075|SEC7_YEAST	sp|P11075|SEC7_YEAST	950
0	0	0	0	0	0	0	0	0	0	22.24071503	0	0	0	0	0	0	0						1	1	1	5	5	5	20.657	0.007457	1.416	12576000	4	NaN	NaN	0	NaN	sp|P19146|ARF2_YEAST;sp|P11076|ARF1_YEAST	sp|P19146|ARF2_YEAST;sp|P11076|ARF1_YEAST	951
25.80047798	25.19140625	25.34867859	25.52384567	25.5946579	25.6619091	24.57634735	24.77725983	24.9049511	24.91141129	24.60489845	25.24234581	25.25907707	25.11275101	25.01983833	24.9414978	25.01873398	24.93350601				+	fold10_fold1	7	7	7	4	4	4	199.52	0	46.424	588610000	75	3.327504775	0.001064348	-0.683960279	-5.090614553	sp|P11137|MTAP2_HUMAN	sp|P11137|MTAP2_HUMAN	952
26.97574425	26.82735634	26.81200981	26.71174812	26.61329842	26.63533401	25.75954056	25.46494484	25.30841446	25.40483665	25.54951286	25.42133713	26.33602905	26.30089569	26.27896881	26.15290451	26.19390869	25.9996376				+	fold10_fold1	12	10	9	31	25.5	20.7	70.897	0	61.661	1230400000	145	7.48508662	1.55E-07	-1.277817408	-15.10345908	sp|P11142|HSP7C_HUMAN;sp|P54652|HSP72_HUMAN;sp|P17066|HSP76_HUMAN	sp|P11142|HSP7C_HUMAN	953
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.73407173						1	1	1	3	3	3	54.083	0	72.358	173190000	17	NaN	NaN	0	NaN	sp|P11166|GTR1_HUMAN	sp|P11166|GTR1_HUMAN	954
0	22.16579437	22.34640694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	2.2	2.2	2.2	97.016	0	4.7083	28456000	14	NaN	NaN	0	NaN	sp|P11171|EPB41_HUMAN	sp|P11171|EPB41_HUMAN	955
0	25.61464691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	11.7	11.7	11.7	52.221	0	40.647	374860000	22	NaN	NaN	0	NaN	sp|P11172|UMPS_HUMAN	sp|P11172|UMPS_HUMAN	956
0	0	0	0	0	0	0	0	0	0	0	0	24.26348877	0	0	0	0	0						1	1	1	2.1	2.1	2.1	96.695	0	16.873	359510000	15	NaN	NaN	0	NaN	sp|P11216|PYGB_HUMAN	sp|P11216|PYGB_HUMAN	957
0	0	0	0	22.22458649	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	6.3	6.3	6.3	23.567	0	10.266	15110000	7	NaN	NaN	0	NaN	sp|P11233|RALA_HUMAN	sp|P11233|RALA_HUMAN	958
24.71235085	24.62505531	24.2686367	24.38804626	24.02993774	24.033638	0	24.72899628	0	0	0	0	24.36232185	24.14250374	24.32333565	24.2251606	24.19618034	0				+	fold10_fold1	3	3	3	2.6	2.6	2.6	142.82	0	20.097	294670000	40	3.208226022	0.001374039	-20.22144477	-4.90432477	sp|P11274|BCR_HUMAN	sp|P11274|BCR_HUMAN	959
0	0	0	0	0	0	0	0	0	0	0	22.42583084	0	0	0	0	0	0						2	2	2	8.6	8.6	8.6	53.837	0	15.897	34517000	12	NaN	NaN	0	NaN	sp|P11308|ERG_HUMAN	sp|P11308|ERG_HUMAN	960
25.35699463	25.95511246	25.97006989	25.99386215	25.85706902	25.81492043	0	24.32978249	0	24.57496262	24.6369381	0	25.44370079	25.38613892	25.26130295	0	25.39211464	0						5	5	5	8.2	8.2	8.2	90.725	0	71.104	573700000	48	1.483626002	0.055147185	-13.56772423	-2.474730694	sp|P11387|TOP1_HUMAN;sp|Q969P6|TOP1M_HUMAN	sp|P11387|TOP1_HUMAN	961
32.05736923	32.15487671	32.11966324	32.20349884	32.17527771	32.13870621	31.66695595	31.77964401	31.7627182	31.65142822	31.64344978	31.65565681	31.91630745	31.90073967	31.95161057	31.95209694	31.94513512	31.9418869				+	fold10_fold1	16	16	15	14.7	14.7	13.8	174.38	0	323.31	66610000000	839	7.129545499	3.39E-07	-0.448256493	-13.86659069	sp|P11388|TOP2A_HUMAN	sp|P11388|TOP2A_HUMAN	962
0	0	0	20.5747776	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	2.5	2.5	2.5	59.256	0.0081998	1.3778	1170900	0	NaN	NaN	0	NaN	sp|P11413|G6PD_HUMAN	sp|P11413|G6PD_HUMAN	964
0	0	0	0	0	0	0	0	0	0	23.03707886	23.11101532	0	0	0	0	0	0						2	2	2	1.8	1.8	1.8	96.938	0	3.8421	78596000	22	NaN	NaN	0	NaN	sp|P11433|CDC24_YEAST	sp|P11433|CDC24_YEAST	965
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.01209831						1	1	1	15.9	15.9	15.9	17.776	0	49.305	120780000	5	NaN	NaN	0	NaN	sp|P11441|UBL4A_HUMAN	sp|P11441|UBL4A_HUMAN	966
0	0	0	24.89675331	0	25.10996437	0	0	0	0	0	0	24.62198639	24.87337875	0	0	0	0						3	3	3	12.8	12.8	12.8	45.509	0	26.56	321200000	23	NaN	NaN	0	NaN	sp|P11474|ERR1_HUMAN	sp|P11474|ERR1_HUMAN	967
26.02106667	25.45230484	25.04888916	25.14004707	25.05515289	0	27.73976135	27.63082886	27.78325462	27.92620468	28.3066082	27.75773621	27.17978096	27.70186996	26.54024506	27.19554138	27.30147171	26.9049511						9	9	9	21.4	21.4	21.4	66.594	0	122.61	2700600000	92	0.847456225	0.196814702	6.737822215	1.593717773	sp|P40150|SSB2_YEAST;sp|P11484|SSB1_YEAST	sp|P40150|SSB2_YEAST;sp|P11484|SSB1_YEAST	968
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8707943						1	1	1	0.8	0.8	0.8	426.74	0	25.784	156270000	21	NaN	NaN	0	NaN	sp|P11532|DMD_HUMAN	sp|P11532|DMD_HUMAN	969
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.77635574						1	1	1	1.2	1.2	1.2	101.53	0.0047004	1.691	21222000	8	NaN	NaN	0	NaN	sp|P11586|C1TC_HUMAN	sp|P11586|C1TC_HUMAN	970
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6320076						1	1	1	4.9	4.9	4.9	51.607	0	18.395	24743000	10	NaN	NaN	0	NaN	sp|P11655|SEC12_YEAST	sp|P11655|SEC12_YEAST	971
0	25.07173347	27.78899002	28.85872459	30.26874352	29.65599632	30.83092499	30.42562485	30.06984138	30.44963074	30.47759438	30.56138039	30.9669857	31.20588875	31.17146492	31.05614281	31.0199585	31.09118843						2	2	2	1.5	1.5	1.5	274.37	0	100.82	24183000000	337	0.740492894	0.244301183	6.861801465	1.435184262	sp|P11717|MPRI_HUMAN	sp|P11717|MPRI_HUMAN	972
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.40720558						1	1	1	7.4	7.4	7.4	45.815	0	29.463	1011600000	101	NaN	NaN	0	NaN	sp|P11745|RNA1_YEAST	sp|P11745|RNA1_YEAST	973
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.07451248						1	1	1	5.2	5.2	5.2	32.801	0	51.76	652600000	40	NaN	NaN	0	NaN	sp|P11746|MCM1_YEAST	sp|P11746|MCM1_YEAST	974
0	25.69686508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	11	11	11	39.724	0	15.486	75581000	18	NaN	NaN	0	NaN	sp|P11766|ADHX_HUMAN	sp|P11766|ADHX_HUMAN	975
0	0	0	0	0	0	0	0	0	0	0	24.62722778	0	0	0	0	0	0						2	2	2	4.4	4.4	4.4	50.652	0	21.158	176110000	7	NaN	NaN	0	NaN	sp|P11927|KAR1_YEAST	sp|P11927|KAR1_YEAST	976
25.41202736	25.12111664	25.22140312	25.16457367	24.98576546	25.09884644	24.49338341	24.7824173	24.74457932	24.87234688	0	25.00277328	25.08098984	24.82123756	25.06348801	25.04489326	24.8843689	24.69317245						6	6	4	10.5	10.5	6.8	70.67	0	38.403	497510000	78	0.523288681	0.359263376	-4.51803875	-1.09373492	sp|P11940|PABP1_HUMAN;sp|Q9H361|PABP3_HUMAN;sp|Q96DU9|PABP5_HUMAN	sp|P11940|PABP1_HUMAN;sp|Q9H361|PABP3_HUMAN	977
0	23.51460648	0	0	0	0	27.07704163	27.1407299	26.99464035	26.95560074	0	0	25.25857353	25.517313	25.3471241	25.34306335	25.11989021	25.19494057						2	2	2	1.6	1.6	1.6	79.715	0	10.818	971870000	29	NaN	NaN	0	NaN	sp|P11972|SST2_YEAST	sp|P11972|SST2_YEAST	978
0	0	0	0	0	0	0	0	0	22.66390228	0	0	0	0	0	0	0	0						2	2	2	2.1	2.1	2.1	152.06	0	3.668	18668000	6	NaN	NaN	0	NaN	sp|P11978|SIR4_YEAST	sp|P11978|SIR4_YEAST	979
0	0	0	0	0	21.18869972	0	0	0	0	0	0	0	0	0	0	0	0						2	2	2	10.7	10.7	10.7	28.768	0	6.3914	10930000	3	NaN	NaN	0	NaN	sp|P12004|PCNA_HUMAN	sp|P12004|PCNA_HUMAN	980
28.07780647	27.60448837	27.57123566	27.62603188	27.63443375	27.61687851	27.13359451	27.07755089	26.98652649	26.98228836	26.95637512	26.6205883	27.36561203	27.77611732	27.81811905	27.90701485	27.77517509	27.79122734				+	fold10_fold1	17	17	17	17	17	17	112.48	0	211.26	2908500000	179	4.324671634	0.000134615	-0.728991826	-6.800949626	sp|P12036|NFH_HUMAN	sp|P12036|NFH_HUMAN	981
0	0	0	20.56495285	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1	1	1	2.4	2.4	2.4	57.41	0.0098616	1.3206	1162900	1	NaN	NaN	0	NaN	sp|P12081|HARS1_HUMAN	sp|P12081|HARS1_HUMAN	982
25.26424026	25.56500053	25.4241581	25.40982819	25.61955261	25.72082901	24.60393715	24.60031128	24.50239563	24.73179626	24.78216743	25.07021904	25.16165543	25.19212151	25.13484764	25.15587807	25.09385872	25.02449417				+	fold10_fold1	5	5	5	13.4	13.4	13.4	55.804	0	25.407	590560000	71	4.633136232	7.09E-05	-0.785463651	-7.395460063	sp|P12268|IMDH2_HUMAN	sp|P12268|IMDH2_HUMAN	983
26.56051636	27.30426025	27.47212219	27.40031433	27.44221497	27.47498703	26.53506088	26.73943901	26.84685135	27.0163765	26.69524574	26.81041718	27.25277519	26.98956108	27.02896881	26.91957092	26.86384201	26.71868706				+	fold10_fold1	5	5	5	5.2	5.2	5.2	267.29	0	175.34	2300100000	101	1.982268048	0.019217298	-0.501837413	-3.145250497	sp|P12270|TPR_HUMAN	sp|P12270|TPR_HUMAN	984
0	0	0	0	0	0	0	0	0	0	0	22.08812714	0	0	0	0	0	0						1	1	1	2.6	2.6	2.6	42.644	0	2.9961	13429000	4	NaN	NaN	0	NaN	sp|P12277|KCRB_HUMAN	sp|P12277|KCRB_HUMAN	985
0	0	0	0	0	0	22.13229179	0	0	0	0	0	0	0	0	0	0	0						1	1	1	2.2	2.2	2.2	121.79	0.002978	1.8304	4597100	1	NaN	NaN	0	NaN	sp|P12383|PDR1_YEAST	sp|P12383|PDR1_YEAST	986
0	0	0	0	0	0	0	0	0	22.21469116	0	0	0	0	0	0	0	0						2	2	2	4.8	4.8	4.8	49.005	0.0059938	1.5542	15423000	6	NaN	NaN	0	NaN	sp|P12385|ERF1_YEAST	sp|P12385|ERF1_YEAST	987
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.08867645	0	0						2	2	2	9.6	9.6	9.6	36.375	0	4.455	20472000	7	NaN	NaN	0	NaN	sp|P12429|ANXA3_HUMAN	sp|P12429|ANXA3_HUMAN	988
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6517601	0						1	1	1	2.9	2.9	2.9	55.345	0	7.034	54746000	10	NaN	NaN	0	NaN	sp|P12611|WHI2_YEAST	sp|P12611|WHI2_YEAST	989
0	0	0	0	0	0	0	0	0	0	0	23.626894	0	0	0	0	0	0						2	2	2	3.6	3.6	3.6	115.62	0	15.977	143620000	13	NaN	NaN	0	NaN	sp|P12683|HMDH1_YEAST	sp|P12683|HMDH1_YEAST	990
0	0	0	0	0	0	24.99459648	25.40233231	25.20549393	25.16081047	25.21878242	25.27579308	24.23044586	24.1153717	23.93165779	23.92569542	0	24.10844994				+	fold10_fold1	6	6	6	16.2	16.2	16.2	61.298	0	30.499	443600000	56	22.23338152	7.32E-22	25.20963478	459.6621985	sp|P12709|G6PI_YEAST	sp|P12709|G6PI_YEAST	991
25.56975746	25.25111389	24.95876694	24.65408897	25.08017731	25.06340408	0	0	0	23.87088966	0	0	24.6531601	24.29705048	24.52217102	24.89952087	24.32292366	24.56208992				+	fold10_fold1	6	5	5	11.1	9.1	9.1	103.06	0	83.149	327680000	67	3.462344588	0.000804861	-21.1177365	-5.305397862	sp|P12814|ACTN1_HUMAN	sp|P12814|ACTN1_HUMAN	992
0	0	0	0	0	0	0	0	0	0	0	0	21.10437584	0	0	0	0	0						1	1	1	1.5	1.5	1.5	98.904	0	3.4973	15100000	4	NaN	NaN	0	NaN	sp|P12945|NAT1_YEAST	sp|P12945|NAT1_YEAST	993
27.70516968	27.53712273	27.4411068	27.41707611	27.34883118	27.37641716	26.78019142	26.83448601	26.80550385	26.78930092	26.86159706	27.02295113	27.21724892	27.20424461	27.19121742	27.11187553	27.20424461	27.08820724				+	fold10_fold1	10	10	10	21.5	21.5	21.5	69.842	0	64.93	2559000000	151	5.609050732	9.01E-06	-0.621948878	-9.532823212	sp|P12956|XRCC6_HUMAN	sp|P12956|XRCC6_HUMAN	994
0	0	0	0	26.31387329	26.41964912	29.71412468	29.74482155	29.79986572	29.76761818	29.75783157	29.71302605	28.70954704	28.5382328	28.62002945	28.57069206	28.6768055	28.66040802				+	fold10_fold1	4	4	4	28	28	28	18.223	0	155.44	8512900000	129	2.436922566	0.007335716	20.96062756	3.770822991	sp|P12962|CAF20_YEAST	sp|P12962|CAF20_YEAST	995
28.85296249	28.50631332	28.8233223	28.47583771	28.4361496	28.13794708	26.87783241	27.03475189	27.30269241	27.66315842	27.30033684	0	27.77165413	27.80421257	27.74675941	27.81616592	28.02596283	27.86212921						11	11	11	26.5	26.5	26.5	82.704	0	175.9	3480100000	112	0.64336418	0.301059123	-5.842293421	-1.286304916	sp|P13010|XRCC5_HUMAN	sp|P13010|XRCC5_HUMAN	996
26.19653702	26.19050217	26.28841591	25.85756874	26.57356262	26.49020386	25.48059082	0	25.3213768	25.61823654	25.78466606	25.42024422	26.24805832	25.93663216	26.05963516	26.46151352	26.09339523	26.02711296						3	3	3	23	23	23	34.645	0	68.135	976520000	50	0.572344709	0.340429546	-4.995279312	-1.173717806	sp|P13051|UNG_HUMAN	sp|P13051|UNG_HUMAN	997
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.49896812						1	1	1	2	2	2	67.314	0.00020864	2.439	44585000	14	NaN	NaN	0	NaN	sp|P13056|NR2C1_HUMAN	sp|P13056|NR2C1_HUMAN	998
0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.59350014	0	0	0						1	1	1	5.9	5.9	5.9	19.576	0.0098262	1.2775	2901800	3	NaN	NaN	0	NaN	sp|P13073|COX41_HUMAN	sp|P13073|COX41_HUMAN	999
0	0	0	0	0	0	0	21.61004639	0	0	0	0	0	0	0	0	0	0						1	1	1	2.2	2.2	2.2	59.982	0	11.024	5281700	2	NaN	NaN	0	NaN	sp|P13090|ATR1_YEAST	sp|P13090|ATR1_YEAST	1000
0	0	0	0	0	0	26.48940659	26.72871208	26.7395668	0	26.21400833	26.63920403	0	0	0	25.57868195	0	25.73546791						5	5	4	10.3	10.3	8.6	120.07	0	69.19	718790000	32	NaN	NaN	0	NaN	sp|P13185|KIN1_YEAST	sp|P13185|KIN1_YEAST	1001
0	0	0	0	0	0	23.89541245	0	0	0	0	24.19046402	0	0	0	0	0	0						3	2	2	4.3	2.7	2.7	128.34	0	53.56	129560000	15	NaN	NaN	0	NaN	sp|P13186|KIN2_YEAST	sp|P13186|KIN2_YEAST	1002
0	0	0	0	0	0	28.11798096	0	0	27.65512657	0	27.52991867	0	0	0	0	0	0						2	2	2	3.7	3.7	3.7	93.132	0	10.605	1140700000	11	NaN	NaN	0	NaN	sp|P13188|SYQ_YEAST	sp|P13188|SYQ_YEAST	1003
